# STR_XXXX part is read and XXXX becomes the string id number.
# Everything after the colon and before the new line will be saved as the string.
# Use # at the beginning of a line to leave a comment.

STR_0002    :Kierrevuoristorata
STR_2842    :{TOPAZ}Puistosi sai 'Maan pettymyksellisin puisto' -palkinnon!
STR_2843    :{TOPAZ}Puistosi sai 'Maan parhaat vesilaitteet' -palkinnon!
STR_2844    :{TOPAZ}Puistosi sai 'Parhaat kustomoidut laitteet' -palkinnon!
STR_2845    :{TOPAZ}Puistosi sai 'Häikäisevimmät värivalinnat' -palkinnon!
STR_2846    :{TOPAZ}Puistosi sai 'Sekavin kartta' -palkinnon!
STR_2847    :{TOPAZ}Puistosi sai 'Parhaat lempeät laitteet' -palkinnon!
STR_2848    :{WINDOW_COLOUR_2}Ei tuoreita palkintoja
STR_2849    :Uusi skenaario asennettiin onnistuneesti
STR_2850    :Uusi ratasuunnitelma asennettiin onnistuneesti
STR_2851    :Skenaario on jo asennettu
STR_2852    :Ratasuunnitelma on jo asennettu
STR_2853    :Kiellettyä paikallisten viranomaisten mukaan!
STR_2854    :{RED}Kävijät eivät pääse laitteen {STRINGID} sisäänkäynnille !{NEWLINE}Rakenna polku sisäänkäynnille
STR_2855    :{RED}Laitteen {STRINGID} uloskäynnistä ei lähde polkua !{NEWLINE}Rakenna polku uloskäynniltä
STR_2856    :{WINDOW_COLOUR_2}Tutoriaali
STR_2857    :{WINDOW_COLOUR_2}(Paina nappia ohjataksesi)
STR_2858    :Markkinointikampanjaa ei voitu aloittaa...
STR_2859    :Toinen OpenRCT2-ohjelma on jo auki
STR_2860    :Infogrames Interactiven lopputekstit...
STR_2861    :{WINDOW_COLOUR_2}Lisensoinut Infogrames Interactive Inc.

STR_2867    :{WINDOW_COLOUR_2}Wedding Journey:   (Perinteinen)

STR_2869    :{WINDOW_COLOUR_2}Slavonic Dance:   (Perinteinen)
STR_2870    :{WINDOW_COLOUR_2}Das Alpenhorn:   (Perinteinen)
STR_2871    :{WINDOW_COLOUR_2}The Blond Sailor:   (Perinteinen)

STR_2874    :{WINDOW_COLOUR_2}Bella Bella Bimba:   (Perinteinen)

STR_2877    :{WINDOW_COLOUR_2}Dodgems Beat:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2878    :{WINDOW_COLOUR_2}Mid Summer's Heat:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2879    :{WINDOW_COLOUR_2}Pharaoh's Tomb:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2880    :{WINDOW_COLOUR_2}Caesar's March:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2881    :{WINDOW_COLOUR_2}Drifting To Heaven:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2882    :{WINDOW_COLOUR_2}Invaders:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2883    :{WINDOW_COLOUR_2}Eternal Toybox:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2884    :{WINDOW_COLOUR_2}Jungle Juice:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2885    :{WINDOW_COLOUR_2}Ninja's Noodles:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2886    :{WINDOW_COLOUR_2}Voyage to Andromeda:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2887    :{WINDOW_COLOUR_2}Brimble's Beat:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2888    :{WINDOW_COLOUR_2}Atlantis:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2889    :{WINDOW_COLOUR_2}Wild West Kid:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2890    :{WINDOW_COLOUR_2}Vampire's Lair:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2891    :{WINDOW_COLOUR_2}Blockbuster:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2892    :{WINDOW_COLOUR_2}Airtime Rock:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2893    :{WINDOW_COLOUR_2}Searchlight Rag:   (Scott Joplin/Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2894    :{WINDOW_COLOUR_2}Flight of Fantasy:   (Steve Blenkinsopp) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2895    :{WINDOW_COLOUR_2}Big Rock:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2896    :{WINDOW_COLOUR_2}Hypothermia:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2897    :{WINDOW_COLOUR_2}Last Sleigh Ride:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2898    :{WINDOW_COLOUR_2}Pipes of Glencairn:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2899    :{WINDOW_COLOUR_2}Traffic Jam:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2900    :{WINDOW_COLOUR_2}

STR_2903    :{WINDOW_COLOUR_2}Space Rock:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2904    :{WINDOW_COLOUR_2}Manic Mechanic:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2905    :{WINDOW_COLOUR_2}Techno Torture:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2906    :{WINDOW_COLOUR_2}Sweat Dreams:   (Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer
STR_2907    :{WINDOW_COLOUR_2}What shall we do with the Drunken Sailor:   (Anon/Allister Brimble) tekijänoikeus {COPYRIGHT} Chris Sawyer

STR_2917    :{WINDOW_COLOUR_2}Testaajat:  Dena Irene Fitzgerald, Scott Rollins, Christopher McPhail

STR_2924    :{WINDOW_COLOUR_2}Erikoiskiitokset:  Peter Matiss

STR_2929    :{WINDOW_COLOUR_2}Päätestaaja:  Daniel Frisoli

STR_2969    :<not used anymore>
STR_2970    :<not used anymore>

STR_2977    :Henkilöstön jäsenen nimi
STR_2978    :Anna tälle henkilöstön jäsenelle nimi:
STR_2979    :Henkilöstön nimeäminen ei onnistu...

STR_2981    :{RED}Ei sisäänkäyntiä - - 

STR_2989    :{SMALLFONT}{BLACK}Valitse pääväri
STR_2990    :{SMALLFONT}{BLACK}Valitse tekstille väri
STR_2991    :Kyltti
STR_2992    :Tekstikyltti
STR_2993    :Anna teksti tälle kyltille:
STR_2994    :{SMALLFONT}{BLACK}Muuta teksti kyltille
STR_2995    :{SMALLFONT}{BLACK}Romuta tämä kyltti

STR_3010    :Tiedoston lataus ei onnistunut...
STR_3011    :Tiedosto sisältää virheellistä tietoa

STR_3015    :Itämainen tyyli
STR_3016    :Marssilainen tyyli
STR_3017    :Viidakkorummut-tyyli
STR_3018    :Egyptiläinen tyyli
STR_3019    :Lelumaatyyli

STR_3021    :Avaruustyyli
STR_3022    :Kauhutyyli
STR_3023    :Teknotyyli
STR_3024    :Hempeätyyli
STR_3025    :Kesätyyli
STR_3026    :Vesityyli
STR_3027    :Villilänsityyli

STR_3029    :Kivityyli

STR_3031    :Fantasiatyyli
STR_3032    :Kivityyli 2
STR_3033    :Jäätyyli
STR_3034    :Lumityyli

STR_3037    :Keskiaikainen tyyli
STR_3038    :Kaupunkimainen tyyli

STR_3040    :Mekaaninen tyyli
STR_3041    :Modernityyli
STR_3042    :Merirosvotyyli
STR_3043    :Kivityyli 3
STR_3044    :Karkkityyli
STR_3045    :{SMALLFONT}{BLACK}Valitse toistettavan musiikin tyyli
STR_3046    :Tätä ajelua ei voi muokata

STR_3049    :Golf-reikä A
STR_3050    :Golf-reikä B
STR_3051    :Golf-reikä C
STR_3052    :Golf-reikä D
STR_3053    :Golf-reikä E
STR_3054    :Ladataan...
STR_3055    :Valkoinen
STR_3056    :Läpikuultava

STR_3058    :Tiiliseinät
STR_3059    :Pensasaidat
STR_3060    :Jääpalat
STR_3061    :Puiset aidat

STR_3064    :Aloittajan puistot
STR_3065    :Haastavat puistot
STR_3066    :Asiantuntijan puistot
STR_3067    :{OPENQUOTES}Oikeat{ENDQUOTES} puistot
STR_3068    :Muut puistot

STR_3071    :{WINDOW_COLOUR_2}Sama hinta kaikkialla puistossa
STR_3072    :{SMALLFONT}{BLACK}Valitse käytetäänkö samaa hintaa kaikkialla puistossa

STR_3077    :{RED}LAKKAUTUSTIEDOTE: Puistosi on suljettu !
STR_3078    :Tavallinen sisäänkäynti
STR_3079    :Puinen sisäänkäynti
STR_3080    :Kangastelttasisäänkäynti
STR_3081    :Linnan sisäänkäynti (harmaa)
STR_3082    :Linnan sisäänkäynti (ruskea)
STR_3083    :Viidakkosisäänkäynti
STR_3084    :Hirsimökkisisäänkäynti
STR_3085    :Klassinen/Roomalainen sisäänkäynti
STR_3086    :Abstrktisisäänkäynti
STR_3087    :Lumi-/Jääsisäänkäynti
STR_3088    :Pagodisisäänkäynti
STR_3089    :Avaruussisäänkäynti

STR_3091    :Ei ole sallittua poistaa tätä aluetta!

STR_3093    :{WINDOW_COLOUR_2}Suosikki: {BLACK}{STRINGID}
STR_3094    :Ei saatavilla

STR_3099    :{SMALLFONT}{BLACK}Valitse väri
STR_3100    :{SMALLFONT}{BLACK}Valitse toinen väri
STR_3101    :{SMALLFONT}{BLACK}Valitse kolmas väri

STR_3103    :Tämän uudelleenvärittäminen ei onnistunut...
STR_3104    :{SMALLFONT}{BLACK}Ajelulista

STR_3107    :Sulje
STR_3108    :Testi
STR_3109    :Avaa

STR_3113    :Valitse toinen suunnitelma

STR_3117    :{BLACK}Kutsutaan mekaanikkoa...
STR_3118    :{BLACK}{STRINGID} menossa kohti ajelua
STR_3119    :{BLACK}{STRINGID} korjaamassa ajelua

STR_3124    :Hajonnut {STRINGID}

STR_3130    :Tallenna
STR_3131    :Peruuta

STR_3142    :{WINDOW_COLOUR_2}Kapasiteetti: {BLACK}{STRINGID}
STR_3143    :{SMALLFONT}{BLACK}Näytä ihmiset kartalla

STR_3145    :{SMALLFONT}{BLACK}Vieritä {STRINGID} vasemmalle
STR_3146    :{SMALLFONT}{BLACK}Vieritä {STRINGID} oikealle
STR_3147    :{SMALLFONT}{BLACK}Vieritä {STRINGID} vasemmalle nopeasti
STR_3148    :{SMALLFONT}{BLACK}Vieritä {STRINGID} oikealle nopeasti
STR_3149    :{SMALLFONT}{BLACK}Vieritä {STRINGID} vasemmalle/oikealle
STR_3150    :{SMALLFONT}{BLACK}Vieritä {STRINGID} ylös
STR_3151    :{SMALLFONT}{BLACK}Vieritä {STRINGID} alas
STR_3152    :{SMALLFONT}{BLACK}Vieritä {STRINGID} ylös nopeasti
STR_3153    :{SMALLFONT}{BLACK}Vieritä {STRINGID} alas nopeasti
STR_3154    :{SMALLFONT}{BLACK}Vieritä {STRINGID} ylös/alas

STR_3157    :kartta

STR_3159    :lista

STR_3161    :<not used anymore>

STR_3167    :{WINDOW_COLOUR_2}Sisältää: {BLACK}{COMMA16} objektia
STR_3168    :{WINDOW_COLOUR_2}Teksti: {BLACK}{STRINGID}
STR_3169    :Tiedot seuraavalle objektille ei löydy: 
STR_3170    :Tilaa ei ole tarpeeksi grafiikoille
STR_3171    :Liian montaa tämän tyyppistä objektia valittuna
STR_3172    :Tämä objekti pitää valita ensiksi: {STRING}
STR_3173    :Tämä objekti on käytössä
STR_3174    :Tätä objektia tarvitaan toisessa projektissa
STR_3175    :Tätä objektia aina tarvitaan
STR_3176    :Ei onnistunut valita tätä objektia

STR_3180    :Virheellinen objektien valinta
STR_3181    :Objektin valinta - {STRINGID}
STR_3182    :Puiston sisäänkäynnintyyli on valittava
STR_3183    :Veden tyyppi on valittava

STR_3187    :Seinät/Aidat

STR_3189    :Jalkakäytävät

STR_3192    :Puiston sisäänkäynti
STR_3193    :Vesi

STR_3195    :Keksintölista
STR_3196    :{WINDOW_COLOUR_2}Tutkimusryhmä: {BLACK}{STRINGID}

STR_3199    :Satunnainen sekoitus

STR_3205    :Tavoitteen valinta

STR_3209    :Takaisin edelliseen vaiheeseen:
STR_3210    :Siirry seuraavaan vaiheeseen:
STR_3211    :{WINDOW_COLOUR_2}Kartan koko:

STR_3213    :Karttaa ei voi enempää pienentää
STR_3214    :Karttaa ei voi enempää suurentaa
STR_3215    :Liian lähellä kartan reunaa

STR_3217    :Maan omistaa
STR_3218    :Rakennusoikeudet omistaa
STR_3219    :Maata myytävänä
STR_3220    :Rakennusoikeudet myytävänä

STR_3226    :{SMALLFONT}{BLACK}Rakenna puistolle sisäänkäynti
STR_3227    :Liikaa sisäänkäyntejä puistolla!

STR_3232    :Asetukset - Talous
STR_3233    :Asetukset - Vieraat
STR_3234    :Asetukset - Puisto

STR_3238    :Ei rahaa

STR_3240    :{WINDOW_COLOUR_2}Aloitusrahamäärä:
STR_3241    :{WINDOW_COLOUR_2}Aloituslaina:

STR_3244    :Kiellä markkinointikampanjat

STR_3267    :Estä puiden poistaminen
STR_3268    :{SMALLFONT}{BLACK}Estä korkeiden puiden poistaminen

STR_3281    :{WINDOW_COLOUR_2}Sisäänpääsyhinta:
STR_3282    :{SMALLFONT}{BLACK}Valitse tavoite ja puiston nimi

STR_3284    :Tavoitteen valinta

STR_3287    :{WINDOW_COLOUR_2}Tavoite:
STR_3288    :{SMALLFONT}{BLACK}Valitse ilmasto
STR_3289    :{WINDOW_COLOUR_2}Ilmasto:
STR_3290    :Kylmä ja märkä
STR_3291    :Lämmin
STR_3292    :Kuuma ja kuiva
STR_3293    :Kylmä
STR_3294    :Muuta...
STR_3295    :{SMALLFONT}{BLACK}Vaihda puiston nimi

STR_3298    :{WINDOW_COLOUR_2}Puiston nimi: {BLACK}{STRINGID}

STR_3301    :{WINDOW_COLOUR_2}Tavoitepäivä:

STR_3303    :{WINDOW_COLOUR_2}Vieraiden määrä:
STR_3304    :{WINDOW_COLOUR_2}Puiston arvo:
STR_3305    :{WINDOW_COLOUR_2}Kuukausittainen tulo:
STR_3306    :{WINDOW_COLOUR_2}Kuukausittainen tuotto:

STR_3317    :Lisätietoja ei ole vielä saatavilla

STR_3321    :Uusia objekteja asennettu onnistuneesti
STR_3322    :{WINDOW_COLOUR_2}Tavoite: {BLACK}{STRINGID}

STR_3324    :Tarvitsee lisäosapaketin: 
STR_3325    :Tarvitsee lisäosapaketin
STR_3326    :{WINDOW_COLOUR_2}(ei kuvaa)

STR_3329    :Puiston sisäänkäyntiä ei ole vielä rakennettu
STR_3330    :Puiston pitää omistaa edes jonkin verran maata

STR_3337    :<not used anymore>

STR_3341    :{SMALLFONT}{BLACK}Pelityökalut

STR_3348    :Uudelleennimeä
STR_3349    :Poista

STR_3353    :Uusi nimi sisältää virheellisiä merkkejä
STR_3354    :Toinen saman niminen tiedosto on jo olemassa tai tiedosto on kirjoitussuojattu
STR_3355    :Tiedosto on kirjoitussuojattu tai lukittu
STR_3356    :Poista tiedosto

STR_3360    :Varoitus!

STR_3362    :<not used anymore>
STR_3363    :<not used anymore>
STR_3364    :Edistynyt

STR_3366    :{BLACK}= Ajelu
STR_3367    :{BLACK}= Ruokakoju
STR_3368    :{BLACK}= Juomakoju
STR_3369    :{BLACK}= Matkamuistokoju

STR_3371    :{BLACK}= Ensiapu
STR_3372    :{BLACK}= Kassakone
STR_3373    :{BLACK}= Vessa
STR_3374    :Varoitus: Liian monta objektia valittuna!

STR_3378    :Asenna
STR_3379    :Peruuta

STR_3382    :Tiedoston kopio epäonnistui

STR_3390    :Liian monta esinettä valittuna

STR_3403    :{SMALLFONT}{BLACK}Mutta missä ovat vieraat?

STR_3421    :{SMALLFONT}{BLACK}Lisätään jotain musiikkia ajeluun...
STR_3422    :{SMALLFONT}{BLACK}Rakennetaan vuoristorata!

STR_3439    :Tyhjennä maisema
STR_3440    :Sivu 1
STR_3441    :Sivu 2
STR_3442    :Sivu 3
STR_3443    :Sivu 4
STR_3444    :Sivu 5


# New strings, cleaner
STR_5120    :Talous
STR_5121    :Tutkimustyö
STR_5122    :Valitse ajelut radan tyypin mukaan (kuten RCT1:ssä)
STR_5123    :Uusi ajelut

STR_5125    :Kaikki tuhottavat
STR_5126    :Satunnainen otsikkomusiikki
STR_5127    :{SMALLFONT}{BLACK}Estä maan korkeuden muuttaminen
STR_5128    :Valinnan koko

STR_5130    :Kartan koko

STR_5132    :Korjaa kaikki ajelut

STR_5136    :Maaoikeudet
STR_5137    :Allow lift hill and launch speeds{NEWLINE}up to {VELOCITY}

STR_5142    :Normaalinopeus
STR_5143    :Pikanopeus
STR_5144    :Nopeanopeus
STR_5145    :Turbonopeus
STR_5146    :Hypernopeus
STR_5147    :Huijaukset
STR_5148    :{SMALLFONT}{BLACK}Muuta pelin nopeus
STR_5149    :{SMALLFONT}{BLACK}Avaa huijauksetikkuna

STR_5153    :Muuta teemoja...

STR_5158    :Lopeta valikkoon
STR_5159    :Lopeta OpenRCT2
STR_5160    :{POP16}{MONTH} {PUSH16}{PUSH16}{STRINGID}, Vuosi {POP16}{COMMA16}
STR_5161    :Päiväyksen tyyli:
STR_5162    :Päivä/Kuukausi/Vuosi
STR_5163    :Kuukausi/Päivä/Vuosi

STR_5165    :Name peeps after followers
STR_5166    :{SMALLFONT}{BLACK}Will name peeps after channel's Twitch followers
STR_5167    :Track follower peeps
STR_5168    :{SMALLFONT}{BLACK}Will turn on tracking information for guests named after channel's Twitch followers
STR_5169    :Name peeps after people in Twitch chat
STR_5170    :{SMALLFONT}{BLACK}Will name peeps after people in Twitch chat
STR_5171    :Track chat peeps
STR_5172    :{SMALLFONT}{BLACK}Will turn on tracking information for guests named after Twitch chat participants

STR_5174    :{SMALLFONT}{BLACK}Will use Twitch chat messages preceded by !news for in game notifications

STR_5177    :Fullscreen mode:
STR_5178    :{SMALLFONT}{BLACK}Näytä taloushuijaukset
STR_5179    :{SMALLFONT}{BLACK}Näytä vierashuijaukset
STR_5180    :{SMALLFONT}{BLACK}Näytä puistohuijaukset
STR_5181    :{SMALLFONT}{BLACK}Näytä ajeluhuijaukset

STR_5185    :Veden taso

STR_5187    :Talous
STR_5188    :Uusi kampanja
STR_5189    :Tutkimustyö
STR_5190    :Kartta

STR_5192    :Viimeiset uutiset
STR_5193    :Maa
STR_5194    :Vesi

STR_5196    :Maaoikeudet

STR_5198    :Jalkakäytävä

STR_5201    :Uusi ajelu

STR_5203    :Ajelu
STR_5204    :Ajelulista
STR_5205    :Vieras
STR_5206    :Vieraslista
STR_5207    :Henkilökunta
STR_5208    :Henkilökuntalista

STR_5211    :Keksintölista

STR_5213    :Tavoiteasetukset

STR_5217    :Huijaukset
STR_5218    :Teemat
STR_5219    :Asetukset
STR_5220    :Näppäimistön pikanäppäimet
STR_5221    :Muuta näppäimistön pikanäppäimiä
STR_5222    :Lataa/Tallenna
STR_5223    :Tallennuskehote

STR_5229    :{SMALLFONT}{BLACK}Puisto
STR_5230    :{SMALLFONT}{BLACK}Työkalut
STR_5231    :{SMALLFONT}{BLACK}Rides and Peeps

STR_5233    :{SMALLFONT}{BLACK}Sekalaiset
STR_5234    :{SMALLFONT}{BLACK}Kehotteet
STR_5235    :{SMALLFONT}{BLACK}Asetukset
STR_5236    :Ikkuna:
STR_5237    :Väripaletti:
STR_5238    :Nykyinen teema:
STR_5239    :Kopioi
STR_5240    :Anna nimi teemalle
STR_5241    :Nimen muuttaminen ei onnistunut
STR_5242    :Teeman nimi on jo olemassa
STR_5243    :Virheellisiä merkkejä käytetty
STR_5244    :Teemat
STR_5245    :Ylhäällä työkalupalkki
STR_5246    :Alhaalla työkalupalkki

STR_5253    :Puiston tiedot
STR_5254    :Luo

STR_5258    :{SMALLFONT}{BLACK}Poista nykyinen teema
STR_5259    :{SMALLFONT}{BLACK}Uudelleennimeä nykyinen teema
STR_5260    :Jättimäinen ruudunkaappaus
STR_5261    :Suodatin

STR_5266    :{SMALLFONT}{BLACK}Näyttö
STR_5267    :{SMALLFONT}{BLACK}Kulttuuri ja yksiköt
STR_5268    :{SMALLFONT}{BLACK}Ääni

STR_5270    :{SMALLFONT}{BLACK}Sekalaiset
# again, twitch is a name, and can't be translated

STR_5274    :{SMALLFONT}{BLACK}Jalkakäytävä

STR_5277    :Tyhjennä

STR_5281    :{SMALLFONT}{BLACK}Ominaisuuksia
STR_5282    :RCT1 Ajelu auki/suljettu -valot
STR_5283    :RCT1 Puisto auki/kiinni -valot

STR_5285    :RÄJÄHTÄÄ!!!
STR_5286    :{SMALLFONT}{BLACK}Saa jotkut vieraat räjähtämään
STR_5287    :Ajelu on jo hajonnut
STR_5288    :Ajelu on suljettu

STR_5290    :Korjaa ajelu

STR_5296    :{SMALLFONT}{BLACK}Sulje puisto
STR_5297    :{SMALLFONT}{BLACK}Avaa puisto

STR_5301    :{MEDIUMFONT}{BLACK}Poista lainasi
STR_5302    :Poista laina
STR_5303    :Salli rakentelu pelin ollessa pysäytetty

STR_5310    :Satunnainen

STR_5312    :Näytä komentokehote

STR_5315    :Nurmikko
STR_5316    :Hiekka
STR_5317    :Pöly
STR_5318    :Kallio
STR_5319    :Marssilainen
STR_5320    :Shakkilauta
STR_5321    :Ruohokasoja
STR_5322    :Jää
STR_5323    :Ruudukko (punainen)
STR_5324    :Ruudukko (keltainen)
STR_5325    :Ruudukko (sininen)
STR_5326    :Ruudukko (vihreä)
STR_5327    :Hiekka (tumma)
STR_5328    :Hiekka (vaalea)
STR_5329    :Shakkilauta (käänteinen)
STR_5330    :Maanalainen näkymä
STR_5331    :Kallio
STR_5332    :Puu (punainen)
STR_5333    :Puu (musta)
STR_5334    :Jää
STR_5335    :Ajelun sisäänkäynti
STR_5336    :Ajelun uloskäynti
STR_5337    :Puiston sisäänkäynti

STR_5339    :Base height
STR_5340    :Clearance height

STR_5343    :Automaattisesti aseta henkilöstö
STR_5344    :Muutosloki
STR_5345    :Taloushuijaukset
STR_5346    :Vierashuijaukset
STR_5347    :Puiston huijaukset
STR_5348    :Ajelun huijaukset
STR_5349    :{SMALLFONT}{BLACK}Kaikki ajelut

STR_5352    :{BLACK}Onnellisuus:
STR_5353    :{BLACK}Energia:
STR_5354    :{BLACK}Nälkä:
STR_5355    :{BLACK}Jano:
STR_5356    :{BLACK}Pahoinvointi:
STR_5357    :{BLACK}Pahoinvoinnin sietoraja:
STR_5358    :{BLACK}Vessa:
STR_5359    :Poista vieraat
STR_5360    :{SMALLFONT}{BLACK}Poista kaikki vieraat kartalta
STR_5361    :Anna kaikille vieraille:

STR_5363    :Enemmän kuin 1
STR_5364    :Vähemmän kuin 15
STR_5365    :{BLACK}Henkilökunnan nopeus:
STR_5366    :Normaali
STR_5367    :Nopea

STR_5369    :Puiston määritteet...

STR_5373    :Nimi {STRINGID}
STR_5374    :Päiväys {STRINGID}

STR_5377    :{SMALLFONT}{BLACK}Tallenteet
STR_5378    :{SMALLFONT}{BLACK}Komentosarja

STR_5386    :{SMALLFONT}{BLACK}Lisää uusi komento
STR_5387    :{SMALLFONT}{BLACK}Muokkaa uusi komento
STR_5388    :{SMALLFONT}{BLACK}Poista valittu komento

STR_5390    :{SMALLFONT}{BLACK}Siirrä valittu komento alas
STR_5391    :{SMALLFONT}{BLACK}Siirrä valittu komento ylös

STR_5394    :{SMALLFONT}{BLACK}Uudelleennimeä valittu tallenne
STR_5395    :{SMALLFONT}{BLACK}Lataa valittu tallenne pelissä

STR_5397    :Voidaan käyttää ainoastaan otsikkoruudussa

STR_5404    :Nimi on jo olemassa
STR_5405    :Anna nimi tallenteelle

STR_5407    :Lisää
STR_5408    :Poista

STR_5410    :Muokkaa
STR_5411    :Lataa uudelleen

STR_5413    :Lataa
STR_5414    :Lataa{MOVE_X}{87}Six Flags Magic Mountain.SC6
STR_5415    :Lataa{MOVE_X}{87}{STRING}
STR_5416    :Lataa{MOVE_X}{87}Tallennetta ei ole valittu
STR_5417    :Sijainti
STR_5418    :Sijainti{MOVE_X}{87}{COMMA16}   {COMMA16}
STR_5419    :Käännä
STR_5420    :Käännä{MOVE_X}{87}{COMMA16}

STR_5423    :Odota
STR_5424    :Odota{MOVE_X}{87}{COMMA16}
STR_5425    :Uudelleen käynnistä
STR_5426    :Lopeta
STR_5427    :Koordinaatit:
STR_5428    :Vastapäivään käännökset:
STR_5429    :Suurennus:
STR_5430    :Sekuntia odottaa:
STR_5431    :Tallenna lataakseen:
STR_5432    :Komento:

STR_5434    :Komentojenmuokkain
STR_5435    :Uudelleen nimeä tallenne

STR_5437    :Tallennusta ei valittuna
STR_5438    :Muutosten teko ei onnistu komentojenmuokkaimen ollessa päällä

STR_5441    :{SMALLFONT}{BLACK}Identifies rides by track type,{NEWLINE}so vehicles can be changed{NEWLINE}afterwards, like in RCT1.
STR_5442    :Pakota puiston luokitus:
STR_5443    :Nopeus{MOVE_X}{87}{STRINGID}
STR_5444    :Nopeus:
STR_5445    :Nopeus
STR_5446    :Hanki
STR_5447    :Tyyppi {STRINGID}
STR_5448    :Ajelu / Ajoneuvo {STRINGID}
STR_5449    :Vähennä pelin nopeutta
STR_5450    :Lisää pelin nopeutta
STR_5451    :Avaa huijausikkuna

STR_5453    :Valitse toinen ajelu
STR_5454    :Älä rajoita FPS

STR_5458    :Käännä myötäpäivään
STR_5459    :Käännä vastapäivään
STR_5460    :Käännä näkymää vastapäivään
STR_5461    :Määritä vieraiden määritteitä

STR_5463    :Tavoite: Pidä hauskaa!
STR_5464    :Yleiset
STR_5465    :Ilmasto
STR_5466    :Henkilökunta

STR_5468    :Viimeiset viestit
STR_5469    :Vieritä karttaa ylös
STR_5470    :Vieritä karttaa vasemmalle
STR_5471    :Vieritä karttaa alas
STR_5472    :Vieritä karttaa oikealle

STR_5474    :Display text on banners in upper case
STR_5475    :{COMMA16} viikkoa
STR_5476    :Laitteisto

STR_5478    :Ohjaimet
STR_5479    :Työkalupalkki

STR_5481    :Teemat
STR_5482    :{WINDOW_COLOUR_2}Aikaa viime tarkistuksesta: {BLACK}1 minuutti
STR_5483    :{BLACK}({COMMA16} viikkoa jäljellä)
STR_5484    :{BLACK}({COMMA16} viikko jäljellä)

STR_5487    :{SMALLFONT}{BLACK}Näytä viimeiset viestit
STR_5488    :Ei sisäänkäyntiä

STR_5491    :Keksinnötlista

STR_5493    :Lähetä viesti

STR_5495    :Pelaajalista
STR_5496    :Pelaaja:

STR_5498    :Palvelinlista
STR_5499    :Pelaajan nimi:
STR_5500    :Lisää palvelin
STR_5501    :Käynistä palvelin
STR_5502    :Moninpeli
STR_5503    :Anna isäntänimi tai IP-osoite:
STR_5504    :{SMALLFONT}{BLACK}Näytä moninpelin tilanne
STR_5505    :Yhdistäminen ei onnistunut.

STR_5507    :Yleismiehet leikkaavat ruohoa oletuksena

STR_5509    :{SMALLFONT}{BLACK}Allows loading scenarios and saves that have an incorrect checksum, like the scenarios from the demo or damaged saves.
STR_5510    :Oletus äänilaite
STR_5511    :(TUNTEMATON)
STR_5512    :Tallenna peli nimellä
STR_5513    :(Pika) tallenna peli

STR_5515    :{SMALLFONT}{BLACK}Estää vieraita tärvelemästä puistoasi heidän ollessa vihaisia
STR_5516    :{SMALLFONT}{BLACK}Musta
STR_5517    :{SMALLFONT}{BLACK}Harmaa
